CustomerName,Age,Gender,Country,ProductCategory,SignupDate,PurchaseAmount,Email
Pooja Chauhan,49,Female,India,Groceries,2024-08-17,30.2,pooja.chauhan185@mail.com
Suresh Chauhan,42,Female,UK,Electronics,2024-01-05,42.97,suresh.chauhan141@mail.com
Neha Chauhan,64,Female,Germany,Clothing,2024-11-23,24.64,neha.chauhan651@mail.com
Arjun Rao,25,Female,India,Groceries,2024-05-01,740.73,arjun.rao829@mail.com
Neha Iyer,37,Male,UK,Furniture,2023-08-10,154.86,neha.iyer340@mail.com
Manish Rao,53,Male,UK,Sports,2024-11-13,27.98,manish.rao874@mail.com
Divya Iyer,27,Female,UK,Sports,2024-07-21,51.24,divya.iyer783@mail.com
Suresh Das,41,Male,UK,Electronics,2022-09-01,125.685,suresh.das670@mail.com
Manish Rao,63,Male,India,Clothing,2024-06-20,54.39,manish.rao858@mail.com
Neha Iyer,54,Male,USA,Sports,2023-06-05,198.42,neha.iyer941@mail.com
Pooja Verma,48,Female,Germany,Groceries,2024-01-03,74.73,pooja.verma738@mail.com
Arjun Nair,69,Female,India,Furniture,2024-09-14,97.37,arjun.nair657@mail.com
Nikhil Sharma,29,Female,India,Electronics,2022-02-26,125.0,nikhil.sharma335@mail.com
Pooja Patel,42,Male,UK,Sports,2024-09-06,118.24,pooja.patel384@mail.com
Nikhil Nair,19,Female,Germany,Furniture,2024-11-13,61.19,nikhil.nair468@mail.com
Vikram Nair,64,Female,UK,Furniture,2023-09-25,315.05,vikram.nair621@mail.com
Vikram Reddy,18,Female,UK,Beauty,2022-06-26,125.81,vikram.reddy465@mail.com
Sneha Das,20,Male,UK,Furniture,2022-02-27,140.41,sneha.das740@mail.com
Divya Sharma,50,Male,USA,Furniture,2023-08-10,79.28,divya.sharma545@mail.com
Suresh Patel,43,Female,USA,Clothing,2023-03-09,106.6,suresh.patel879@mail.com
Priya Nair,68,Male,USA,Furniture,2024-05-08,28.45,priya.nair39@mail.com
Deepak Nair,23,Female,USA,Groceries,2022-09-06,28.01,deepak.nair677@mail.com
Swati Rao,42,Female,India,Sports,2023-05-13,30.59,swati.rao211@mail.com
Swati Das,58,Female,UK,Sports,2023-07-04,198.97,swati.das331@mail.com
Rahul Reddy,35,Male,India,Electronics,2022-02-01,100.05,
Karan Patel,42,Male,India,Clothing,2024-10-24,124.43,karan.patel626@mail.com
Priya Patel,42,Male,Germany,Groceries,2023-08-13,125.685,priya.patel255@mail.com
Kavya Gupta,32,Female,Germany,Beauty,2024-04-25,91.72,kavya.gupta354@mail.com
Swati Nair,58,Female,UK,Groceries,2023-09-09,125.685,swati.nair272@mail.com
Kavya Chauhan,62,Female,USA,Sports,2023-11-03,47.74,kavya.chauhan494@mail.com
Nikhil Nair,19,Male,USA,Groceries,2024-05-14,137.41,nikhil.nair796@mail.com
Manish Iyer,49,Male,USA,Groceries,2023-02-09,167.25,manish.iyer571@mail.com
Swati Chauhan,19,Male,India,Electronics,2022-07-06,94.41,swati.chauhan549@mail.com
Karan Nair,39,Female,India,Clothing,2022-05-08,121.97,karan.nair986@mail.com
Karan Sharma,32,Male,UK,Beauty,2024-09-07,48.07,karan.sharma644@mail.com
Karan Verma,56,Male,Germany,Clothing,2022-04-18,525.59,karan.verma82@mail.com
Neha Patel,35,Female,USA,Beauty,2024-09-13,105.79,neha.patel491@mail.com
Swati Verma,32,Male,Germany,Beauty,2022-06-27,97.59,swati.verma993@mail.com
Priya Iyer,45,Female,UK,Furniture,2022-03-16,443.35,priya.iyer779@mail.com
Meera Iyer,47,Female,India,Electronics,2022-09-02,72.32,meera.iyer430@mail.com
Swati Sharma,68,Male,UK,Clothing,2024-10-13,49.13,swati.sharma745@mail.com
Ritu Nair,64,Female,India,Furniture,2023-08-03,161.37,ritu.nair327@mail.com
Arjun Gupta,65,Female,USA,Clothing,2024-08-20,211.45,arjun.gupta392@mail.com
Swati Nair,66,Female,UK,Groceries,2024-04-09,34.36,swati.nair258@mail.com
Arjun Sharma,38,Male,India,Beauty,2023-10-06,85.89,arjun.sharma793@mail.com
Neha Rao,60,Male,USA,Electronics,2023-02-09,562.33,neha.rao803@mail.com
Arjun Rao,41,Male,Germany,Furniture,2022-09-26,374.5,arjun.rao357@mail.com
Nikhil Sharma,40,Female,USA,Electronics,2023-10-21,42.08,nikhil.sharma908@mail.com
Meera Das,68,Male,UK,Furniture,2022-08-23,100.02,meera.das90@mail.com
Divya Das,42,Male,USA,Furniture,2022-05-09,381.76,divya.das145@mail.com
Pooja Sharma,21,Female,UK,Sports,2023-01-01,86.51,pooja.sharma396@mail.com
Suresh Nair,53,Male,UK,Sports,2022-10-19,93.97,suresh.nair377@mail.com
Priya Iyer,67,Male,UK,Furniture,2023-02-15,1918.5177000007036,priya.iyer553@mail.com
Swati Das,56,Male,India,Groceries,2024-02-07,106.13,swati.das438@mail.com
Suresh Sharma,20,Male,UK,Electronics,2022-05-17,933.89,suresh.sharma272@mail.com
Vikram Verma,19,Male,Germany,Sports,2024-02-27,83.72,vikram.verma451@mail.com
Sneha Gupta,59,Female,USA,Beauty,2023-03-02,198.62,sneha.gupta774@mail.com
Rahul Verma,41,Male,India,Sports,2024-06-07,84.36,rahul.verma832@mail.com
Rahul Nair,42,Female,Germany,Groceries,2024-01-01,50.54,rahul.nair268@mail.com
Karan Das,45,Male,USA,Sports,2022-10-09,176.03,karan.das541@mail.com
Rahul Reddy,65,Male,USA,Beauty,2022-06-23,134.65,rahul.reddy841@mail.com
Swati Patel,42,Female,India,Furniture,2023-02-20,32.41,swati.patel759@mail.com
Anjali Reddy,61,Male,UK,Electronics,2022-04-25,490.64,anjali.reddy804@mail.com
Aditya Reddy,22,Female,Germany,Beauty,2022-03-06,151.98,aditya.reddy887@mail.com
Deepak Sharma,57,Male,UK,Sports,2022-01-24,187.01,deepak.sharma871@mail.com
Priya Das,34,Male,UK,Furniture,2022-04-12,53.57,priya.das578@mail.com
Ritu Iyer,63,Female,UK,Groceries,2022-01-27,169.87,ritu.iyer141@mail.com
Ritu Verma,33,Female,India,Groceries,2022-03-16,1918.5177000007036,ritu.verma793@mail.com
Karan Iyer,53,Female,Germany,Electronics,2022-06-03,91.22,
Ritu Chauhan,57,Female,Germany,Clothing,2023-03-10,54.23,ritu.chauhan103@mail.com
Karan Das,33,Female,UK,Clothing,2023-07-24,24.03,karan.das797@mail.com
Sneha Das,66,Male,Germany,Clothing,2023-05-11,91.92,sneha.das956@mail.com
Rahul Reddy,66,Male,UK,Beauty,2024-06-18,45.31,rahul.reddy678@mail.com
Swati Nair,54,Male,India,Sports,2022-11-21,36.36,swati.nair513@mail.com
Vikram Nair,47,Female,Germany,Furniture,2022-07-25,73.68,vikram.nair146@mail.com
Anjali Reddy,49,Male,Germany,Electronics,2023-04-27,147.77,anjali.reddy590@mail.com
Sneha Das,45,Female,Germany,Sports,2024-10-03,57.38,sneha.das407@mail.com
Priya Reddy,46,Male,USA,Furniture,2023-12-07,70.75,
Rahul Das,38,Male,UK,Electronics,2022-07-17,196.78,rahul.das684@mail.com
Swati Reddy,63,Female,UK,Clothing,2022-01-20,25.75,swati.reddy305@mail.com
Neha Das,69,Male,India,Furniture,2022-06-26,324.28,
Vikram Gupta,38,Female,UK,Electronics,2022-07-01,107.98,vikram.gupta6@mail.com
Deepak Rao,69,Male,Germany,Sports,2022-07-17,154.43,deepak.rao971@mail.com
Karan Rao,51,Male,India,Groceries,2024-08-27,665.93,karan.rao129@mail.com
Ritu Iyer,31,Male,USA,Beauty,2022-03-05,272.77,ritu.iyer118@mail.com
Sneha Rao,56,Male,UK,Groceries,2023-04-18,287.69,sneha.rao298@mail.com
Manish Verma,25,Female,India,Clothing,2023-02-03,158.65,manish.verma461@mail.com
Arjun Reddy,29,Male,Germany,Sports,2023-08-24,266.3,arjun.reddy193@mail.com
Nikhil Das,20,Male,India,Beauty,2022-06-10,209.66,nikhil.das815@mail.com
Anjali Rao,24,Male,UK,Furniture,2023-11-23,229.87,anjali.rao392@mail.com
Karan Gupta,26,Male,Germany,Clothing,2024-08-01,83.14,karan.gupta896@mail.com
Meera Reddy,22,Female,India,Electronics,2023-06-04,32.61,meera.reddy586@mail.com
Vikram Nair,21,Female,USA,Furniture,2023-05-16,75.07,vikram.nair534@mail.com
Neha Das,20,Female,India,Clothing,2023-02-13,28.69,neha.das724@mail.com
Anjali Gupta,43,Female,UK,Beauty,2023-10-11,123.13,anjali.gupta106@mail.com
Divya Gupta,52,Male,India,Electronics,2024-11-22,747.24,divya.gupta489@mail.com
Neha Gupta,20,Male,Germany,Clothing,2024-10-22,51.67,
Rahul Patel,68,Female,UK,Beauty,2022-08-14,409.68,rahul.patel698@mail.com
Neha Iyer,52,Female,India,Furniture,2023-09-17,319.66,neha.iyer466@mail.com
Sneha Iyer,63,Male,Germany,Furniture,2022-10-11,42.47,sneha.iyer406@mail.com
Meera Rao,49,Female,UK,Electronics,2023-05-13,407.83,meera.rao706@mail.com
Priya Iyer,38,Male,UK,Electronics,2023-06-15,60.93,priya.iyer722@mail.com
Pooja Gupta,59,Male,Germany,Clothing,2023-08-10,265.98,pooja.gupta607@mail.com
Sneha Sharma,27,Female,UK,Groceries,2024-10-23,164.72,sneha.sharma270@mail.com
Pooja Reddy,45,Male,Germany,Furniture,2022-11-26,255.32,pooja.reddy39@mail.com
Rahul Rao,30,Male,UK,Clothing,2023-06-23,128.6,rahul.rao334@mail.com
Pooja Nair,46,Male,UK,Sports,2022-02-13,34.88,pooja.nair13@mail.com
Ritu Chauhan,66,Male,UK,Clothing,2022-02-03,56.64,ritu.chauhan296@mail.com
Kavya Reddy,48,Male,India,Groceries,2024-10-11,107.52,
Nikhil Verma,61,Male,India,Furniture,2024-08-25,96.2,nikhil.verma496@mail.com
Manish Reddy,57,Male,UK,Electronics,2022-04-11,211.77,manish.reddy617@mail.com
Priya Iyer,53,Male,UK,Furniture,2024-04-11,447.91,priya.iyer595@mail.com
Meera Reddy,51,Female,UK,Sports,2023-04-23,143.93,meera.reddy139@mail.com
Divya Verma,24,Female,USA,Electronics,2024-04-14,121.89,divya.verma197@mail.com
Vikram Gupta,42,Male,UK,Beauty,2022-04-17,190.49,vikram.gupta962@mail.com
Rahul Chauhan,37,Male,USA,Furniture,2023-06-06,252.61,rahul.chauhan507@mail.com
Divya Gupta,22,Female,India,Clothing,2023-05-20,112.97,divya.gupta96@mail.com
Ritu Rao,35,Male,USA,Clothing,2022-05-04,37.44,ritu.rao792@mail.com
Kavya Reddy,48,Male,USA,Beauty,2022-08-26,125.685,kavya.reddy478@mail.com
Deepak Rao,43,Female,India,Beauty,2022-06-18,57.3,deepak.rao175@mail.com
Vikram Das,25,Male,India,Beauty,2023-07-10,130.19,vikram.das891@mail.com
Arjun Verma,65,Female,India,Clothing,2022-10-17,33.25,arjun.verma881@mail.com
Arjun Verma,42,Female,India,Beauty,2023-10-22,183.39,arjun.verma291@mail.com
Manish Das,66,Female,Germany,Sports,2023-03-09,125.685,manish.das132@mail.com
Rahul Patel,54,Female,UK,Sports,2024-10-20,95.92,rahul.patel10@mail.com
Deepak Nair,48,Female,USA,Electronics,2022-06-11,360.65,deepak.nair282@mail.com
Vikram Gupta,51,Female,UK,Beauty,2022-11-08,66.6,vikram.gupta894@mail.com
Anjali Nair,42,Male,UK,Groceries,2023-10-08,66.37,anjali.nair834@mail.com
Neha Gupta,63,Female,UK,Groceries,2024-06-04,267.42,neha.gupta836@mail.com
Rohit Nair,54,Male,Germany,Furniture,2022-01-09,155.82,rohit.nair94@mail.com
Karan Verma,19,Male,Germany,Electronics,2023-07-06,195.42,karan.verma613@mail.com
Ritu Sharma,21,Male,USA,Groceries,2022-10-26,48.25,ritu.sharma366@mail.com
Kavya Reddy,23,Male,UK,Groceries,2022-08-21,87.51,kavya.reddy809@mail.com
Swati Patel,56,Female,India,Electronics,2023-05-13,568.89,
Karan Verma,50,Male,India,Electronics,2023-01-04,1918.5177000007036,
Ritu Sharma,64,Female,UK,Beauty,2022-10-07,49.87,ritu.sharma479@mail.com
Deepak Rao,53,Male,USA,Clothing,2023-02-02,179.64,deepak.rao338@mail.com
Meera Sharma,45,Male,India,Electronics,2022-03-02,21.36,meera.sharma537@mail.com
Deepak Rao,40,Female,Germany,Groceries,2022-01-05,47.14,
Priya Rao,38,Female,USA,Sports,2023-02-13,605.18,priya.rao703@mail.com
Swati Das,42,Male,USA,Clothing,2023-08-11,171.87,swati.das578@mail.com
Karan Rao,63,Female,India,Beauty,2023-09-15,38.72,karan.rao829@mail.com
Deepak Iyer,30,Male,India,Beauty,2022-01-25,324.43,deepak.iyer664@mail.com
Sneha Reddy,53,Female,UK,Electronics,2022-05-08,155.86,sneha.reddy560@mail.com
Arjun Verma,46,Female,UK,Sports,2024-04-18,111.08,arjun.verma132@mail.com
Divya Gupta,41,Male,Germany,Clothing,2023-04-05,125.685,divya.gupta635@mail.com
Neha Reddy,49,Male,UK,Clothing,2023-07-24,143.78,neha.reddy248@mail.com
Divya Rao,42,Male,USA,Clothing,2023-09-16,302.63,divya.rao243@mail.com
Neha Rao,52,Male,USA,Sports,2023-07-11,283.64,neha.rao123@mail.com
Rohit Rao,33,Male,UK,Furniture,2024-09-23,69.48,rohit.rao939@mail.com
Kavya Sharma,24,Female,India,Clothing,2022-10-11,94.37,kavya.sharma987@mail.com
Divya Iyer,39,Male,Germany,Clothing,2023-06-14,94.91,divya.iyer337@mail.com
Rahul Gupta,28,Female,USA,Clothing,2022-01-16,78.02,rahul.gupta245@mail.com
Pooja Patel,62,Female,India,Beauty,2023-09-27,260.97,pooja.patel544@mail.com
Arjun Gupta,34,Male,UK,Beauty,2023-12-05,89.34,arjun.gupta261@mail.com
Swati Patel,38,Male,India,Groceries,2024-10-22,25.18,swati.patel735@mail.com
Nikhil Gupta,26,Male,USA,Furniture,2022-05-12,48.55,nikhil.gupta927@mail.com
Divya Das,50,Female,UK,Clothing,2023-07-23,322.6,divya.das317@mail.com
Vikram Patel,47,Female,India,Electronics,2022-07-24,32.55,vikram.patel135@mail.com
Sneha Rao,48,Female,USA,Electronics,2022-02-08,247.01,sneha.rao654@mail.com
Anjali Patel,59,Male,India,Beauty,2022-01-19,258.79,anjali.patel635@mail.com
Swati Iyer,19,Female,India,Clothing,2023-06-06,145.8,swati.iyer825@mail.com
Pooja Patel,54,Female,UK,Clothing,2023-03-01,81.79,
Aditya Rao,56,Female,Germany,Clothing,2022-11-13,58.97,aditya.rao73@mail.com
Manish Reddy,39,Male,USA,Furniture,2023-08-15,45.61,manish.reddy765@mail.com
Anjali Reddy,50,Male,UK,Furniture,2023-01-22,674.64,anjali.reddy231@mail.com
Swati Gupta,30,Female,India,Sports,2024-03-23,125.685,swati.gupta662@mail.com
Deepak Sharma,47,Male,Germany,Clothing,2023-08-22,23.18,deepak.sharma299@mail.com
Anjali Verma,50,Female,UK,Electronics,2022-04-18,156.78,anjali.verma215@mail.com
Sneha Chauhan,60,Female,USA,Groceries,2022-12-04,403.62,sneha.chauhan242@mail.com
Pooja Patel,21,Male,Germany,Beauty,2024-09-10,192.69,pooja.patel948@mail.com
Vikram Iyer,36,Male,UK,Sports,2022-01-26,192.78,vikram.iyer578@mail.com
Arjun Iyer,65,Female,UK,Furniture,2022-12-05,341.37,arjun.iyer928@mail.com
Arjun Rao,18,Male,Germany,Furniture,2024-08-07,229.9,arjun.rao167@mail.com
Deepak Rao,37,Male,Germany,Clothing,2024-03-11,74.71,deepak.rao556@mail.com
Kavya Verma,35,Male,India,Furniture,2024-06-14,198.11,kavya.verma294@mail.com
Deepak Patel,47,Male,USA,Sports,2024-03-18,23.48,deepak.patel131@mail.com
Swati Patel,34,Male,UK,Groceries,2023-06-07,134.97,swati.patel602@mail.com
Sneha Patel,19,Female,UK,Electronics,2023-05-09,434.59,sneha.patel208@mail.com
Arjun Sharma,61,Male,Germany,Furniture,2024-06-26,187.27,arjun.sharma59@mail.com
Karan Reddy,58,Female,UK,Beauty,2023-10-08,142.46,karan.reddy651@mail.com
Suresh Das,34,Male,India,Furniture,2024-04-06,38.89,suresh.das903@mail.com
Vikram Sharma,32,Male,UK,Clothing,2022-09-01,364.75,vikram.sharma430@mail.com
Arjun Sharma,67,Female,Germany,Clothing,2022-02-14,133.63,arjun.sharma952@mail.com
Nikhil Das,56,Female,USA,Beauty,2023-11-24,82.93,nikhil.das443@mail.com
Swati Sharma,36,Male,USA,Furniture,2024-07-23,334.5,swati.sharma353@mail.com
Suresh Gupta,22,Female,India,Furniture,2023-11-20,378.63,suresh.gupta990@mail.com
Aditya Patel,38,Male,USA,Groceries,2023-01-10,21.06,
Suresh Das,42,Female,Germany,Groceries,2023-10-24,25.54,suresh.das658@mail.com
Suresh Gupta,50,Female,India,Beauty,2024-01-03,445.72,suresh.gupta105@mail.com
Rohit Reddy,65,Female,UK,Clothing,2023-09-05,125.685,rohit.reddy172@mail.com
Sneha Chauhan,68,Male,Germany,Furniture,2023-11-19,35.54,sneha.chauhan607@mail.com
Swati Iyer,50,Female,India,Groceries,2023-07-08,292.76,swati.iyer901@mail.com
Sneha Verma,45,Male,USA,Furniture,2023-07-25,37.49,sneha.verma479@mail.com
Sneha Gupta,28,Female,Germany,Furniture,2024-02-09,30.32,sneha.gupta992@mail.com
Rohit Patel,49,Male,Germany,Furniture,2023-08-16,111.23,rohit.patel482@mail.com
Manish Das,66,Male,USA,Clothing,2023-04-20,42.51,manish.das347@mail.com
Priya Das,44,Male,USA,Sports,2024-11-17,110.34,priya.das517@mail.com
Sneha Rao,28,Male,USA,Sports,2024-04-21,44.24,sneha.rao46@mail.com
Ritu Das,42,Female,UK,Sports,2022-02-13,218.14,ritu.das174@mail.com
Divya Nair,57,Female,India,Groceries,2024-07-26,30.14,divya.nair651@mail.com
Ritu Rao,42,Male,UK,Beauty,2022-09-26,96.33,ritu.rao557@mail.com
Priya Verma,45,Female,UK,Beauty,2024-06-15,37.8,
Divya Chauhan,30,Female,Germany,Sports,2024-09-08,208.99,divya.chauhan974@mail.com
Sneha Gupta,34,Male,Germany,Beauty,2022-01-09,272.14,
Rohit Verma,42,Female,USA,Sports,2023-11-27,84.64,rohit.verma696@mail.com
Pooja Nair,42,Male,USA,Groceries,2024-03-20,96.29,pooja.nair255@mail.com
Rohit Gupta,18,Male,UK,Clothing,2024-01-08,1918.5177000007036,
Rohit Sharma,65,Male,Germany,Furniture,2024-04-19,239.51,rohit.sharma747@mail.com
Ritu Gupta,53,Female,India,Groceries,2023-08-14,52.72,
Meera Iyer,51,Male,UK,Electronics,2023-02-06,171.86,meera.iyer455@mail.com
Karan Reddy,49,Female,India,Beauty,2024-01-01,191.25,karan.reddy766@mail.com
Vikram Chauhan,52,Female,India,Beauty,2023-08-26,49.71,vikram.chauhan537@mail.com
Aditya Nair,68,Female,UK,Groceries,2024-05-08,360.39,aditya.nair179@mail.com
Aditya Das,68,Male,USA,Beauty,2023-04-04,63.51,aditya.das588@mail.com
Priya Verma,26,Male,USA,Electronics,2024-03-09,214.17,priya.verma342@mail.com
Nikhil Iyer,42,Female,Germany,Clothing,2022-07-25,217.67,nikhil.iyer883@mail.com
Ritu Patel,22,Female,UK,Beauty,2023-11-20,281.54,ritu.patel928@mail.com
Vikram Reddy,26,Male,USA,Electronics,2024-01-11,95.87,vikram.reddy257@mail.com
Rahul Gupta,45,Female,USA,Furniture,2023-08-19,753.6,rahul.gupta336@mail.com
Meera Reddy,41,Female,Germany,Sports,2022-06-22,119.18,
Meera Rao,57,Female,USA,Electronics,2024-08-22,257.91,meera.rao159@mail.com
Rohit Sharma,37,Female,USA,Sports,2023-05-24,165.46,rohit.sharma76@mail.com
Meera Das,22,Female,USA,Electronics,2024-06-15,196.95,meera.das90@mail.com
Deepak Gupta,68,Male,UK,Sports,2023-05-03,112.37,deepak.gupta782@mail.com
Neha Gupta,53,Female,India,Furniture,2022-10-05,146.08,neha.gupta187@mail.com
Aditya Patel,42,Male,UK,Furniture,2022-11-25,86.18,aditya.patel580@mail.com
Sneha Chauhan,36,Male,Germany,Furniture,2024-11-23,321.68,sneha.chauhan31@mail.com
Deepak Iyer,36,Female,Germany,Clothing,2024-05-03,54.18,deepak.iyer276@mail.com
Anjali Iyer,61,Female,India,Electronics,2022-09-24,616.86,anjali.iyer81@mail.com
Swati Das,42,Male,UK,Furniture,2022-08-05,111.67,swati.das770@mail.com
Arjun Nair,49,Male,India,Clothing,2022-06-19,226.52,arjun.nair72@mail.com
Sneha Iyer,56,Female,USA,Beauty,2024-08-06,101.04,sneha.iyer144@mail.com
Sneha Verma,67,Male,Germany,Groceries,2024-05-10,606.58,sneha.verma221@mail.com
Sneha Patel,42,Female,UK,Clothing,2024-11-07,314.29,sneha.patel339@mail.com
Nikhil Patel,63,Male,USA,Furniture,2023-05-20,236.19,nikhil.patel217@mail.com
Divya Das,42,Male,USA,Groceries,2024-05-24,101.64,divya.das268@mail.com
Rohit Chauhan,29,Female,India,Sports,2022-09-25,44.6,rohit.chauhan116@mail.com
Deepak Verma,67,Male,UK,Beauty,2024-07-20,125.685,deepak.verma587@mail.com
Anjali Rao,27,Male,UK,Electronics,2023-03-10,132.17,anjali.rao374@mail.com
Arjun Gupta,46,Female,India,Clothing,2023-10-18,95.42,arjun.gupta218@mail.com
Manish Rao,30,Male,India,Sports,2023-05-01,122.52,
Deepak Iyer,33,Female,USA,Sports,2023-10-10,43.63,deepak.iyer670@mail.com
Vikram Verma,18,Female,Germany,Groceries,2022-01-17,203.08,vikram.verma393@mail.com
Meera Iyer,36,Female,USA,Sports,2023-05-21,68.98,meera.iyer636@mail.com
Aditya Patel,54,Male,India,Furniture,2023-05-22,62.87,aditya.patel536@mail.com
Rohit Nair,49,Male,USA,Groceries,2024-01-16,248.82,rohit.nair279@mail.com
Sneha Rao,50,Male,USA,Beauty,2022-08-17,58.7,sneha.rao899@mail.com
Pooja Iyer,35,Male,Germany,Groceries,2024-05-03,53.12,pooja.iyer933@mail.com
Rahul Das,66,Female,USA,Beauty,2024-06-24,277.94,rahul.das463@mail.com
Neha Verma,23,Male,USA,Groceries,2024-11-02,44.74,neha.verma397@mail.com
Divya Patel,58,Male,UK,Electronics,2022-04-01,122.15,divya.patel755@mail.com
Divya Das,29,Male,India,Clothing,2023-04-13,68.81,divya.das654@mail.com
Deepak Chauhan,32,Male,India,Furniture,2022-07-16,28.05,deepak.chauhan972@mail.com
Rahul Sharma,20,Female,USA,Clothing,2022-07-23,83.51,rahul.sharma114@mail.com
Meera Chauhan,24,Female,India,Groceries,2023-09-08,35.04,meera.chauhan553@mail.com
Sneha Gupta,51,Female,Germany,Electronics,2024-06-24,212.79,sneha.gupta272@mail.com
Divya Das,27,Male,USA,Furniture,2023-01-24,239.75,divya.das471@mail.com
Rohit Iyer,29,Male,India,Sports,2024-05-19,393.9,rohit.iyer512@mail.com
Aditya Sharma,61,Male,UK,Furniture,2023-06-05,125.685,aditya.sharma503@mail.com
Vikram Iyer,18,Female,Germany,Beauty,2022-08-08,60.58,vikram.iyer835@mail.com
Deepak Iyer,42,Female,UK,Groceries,2023-01-21,125.685,deepak.iyer374@mail.com
Vikram Patel,58,Male,UK,Sports,2023-06-20,250.58,vikram.patel230@mail.com
Neha Nair,33,Male,UK,Furniture,2023-08-27,54.17,
Vikram Iyer,41,Male,UK,Electronics,2023-03-03,166.3,
Meera Gupta,54,Female,UK,Beauty,2024-03-04,542.54,meera.gupta449@mail.com
Meera Rao,20,Male,Germany,Electronics,2023-01-01,54.73,meera.rao546@mail.com
Divya Chauhan,32,Female,USA,Furniture,2022-07-01,324.05,divya.chauhan547@mail.com
Suresh Gupta,42,Female,UK,Clothing,2022-08-05,484.72,suresh.gupta447@mail.com
Rohit Nair,49,Female,USA,Beauty,2023-01-05,46.03,rohit.nair580@mail.com
Rahul Rao,29,Female,UK,Sports,2023-01-22,116.25,rahul.rao936@mail.com
Sneha Sharma,32,Female,UK,Clothing,2022-08-05,59.06,sneha.sharma390@mail.com
Rahul Iyer,47,Male,India,Sports,2024-06-14,254.12,rahul.iyer106@mail.com
Manish Gupta,55,Female,UK,Groceries,2022-08-19,89.46,manish.gupta313@mail.com
Neha Reddy,42,Female,USA,Electronics,2024-08-16,125.685,neha.reddy874@mail.com
Nikhil Sharma,22,Female,UK,Clothing,2023-07-10,38.47,nikhil.sharma892@mail.com
Meera Iyer,19,Male,Germany,Beauty,2023-10-27,78.41,meera.iyer477@mail.com
Ritu Iyer,52,Female,USA,Groceries,2023-03-17,1918.5177000007036,ritu.iyer902@mail.com
Nikhil Nair,53,Female,India,Sports,2024-04-15,155.61,
Neha Rao,21,Male,Germany,Clothing,2024-08-18,305.75,neha.rao121@mail.com
Vikram Gupta,43,Male,UK,Sports,2023-10-10,272.68,vikram.gupta631@mail.com
