CustomerName,Age,Gender,Country,ProductCategory,SignupDate,PurchaseAmount,Email
Rohit Gupta,,M,germany,Sports,03-16-2024,57.32,rohit.gupta469@mail.com
Suresh Nair,65.0,M,U.K.,Beauty,11-09-2022,199.34,suresh.nair560@mail.com
Aditya Das,21.0,male,U.S.A,Furniture,21/06/2024,36.04,aditya.das119@mail.com
  RAHUL REDDY  ,69.0,Male,,Electronics,2024-09-23,91.81,rahul.reddy875@mail.com
Divya Patel,43.0,FEMALE,india,Electronics,,263.07,divya.patel157@mail.com
Divya Nair,28.0,female,INDIA,Furniture,09-25-2023,407.93,divya.nair627@mail.com
Deepak Reddy,25.0,MALE,UK,Furniture,20/03/2023,60.11,
Suresh Nair,51.0,Female,India,Sports,01-10-2022,42.79,suresh.nair943@mail.com
Karan Chauhan,19.0,MALE,USA,Furniture,06-24-2023,50.1,karan.chauhan829@mail.com
Kavya Verma,32.0,M,uk,Furniture,2023-06-16,55.42,kavya.verma746@mail.com
Divya Sharma,23.0,male,UK,Groceries,19-07-2023,104.91,divya.sharma103@mail.com
Neha Gupta,23.0,F,germany,Clothing,14/06/2024,341.09,neha.gupta672@mail.com
Rahul Reddy,,M,Germany,Clothing,26-01-2024,58.18,
Anjali Sharma,36.0,MALE,Germany,Electronics,2023-03-17,198.32,anjali.sharma617@mail.com
Vikram Sharma,51.0 yrs,M,UK,Sports,15-05-2022,253.25,
Rahul Das,53.0,FEMALE,germany,Groceries,07-22-2022,80.55,rahul.das606@mail.com
Karan Chauhan,43.0,Female,U.S.A,Furniture,03-10-2024,$359.16,karan.chauhan449@mail.com
Nikhil Patel,32.0,Male,Germany,Beauty,2023-11-20,56.03,nikhil.patel663@mail.com
Priya Nair,,female,uk,Furniture,06-11-2023,157.64,priya.nair260@mail.com
Sneha Verma,43.0,M,U.S.A,Groceries,2022-09-16,61.53,sneha.verma735@mail.com
Deepak Iyer,55.0,F,Germany,Furniture,2023-07-02,118.33,deepak.iyer981@mail.com
Rahul Iyer,66.0,M,UK,Furniture,26-04-2023,198.76,rahul.iyer219@mail.com
Anjali Reddy,-5.0,Male,India,Groceries,27/03/2024,214.41,anjali.reddy301@mail.com
Pooja Chauhan,49.0,F,India,Groceries,08-17-2024,30.2,pooja.chauhan185@mail.com
Suresh Chauhan,,female,UK,Electronics,2024-05-01,42.97,suresh.chauhan141@mail.com
Neha Chauhan,64.0,F,Germany,Clothing,23/11/2024,24.64,neha.chauhan651@mail.com
Arjun Rao,25.0,Female,India,Groceries,01/05/2024,740.73,arjun.rao829@mail.com
Neha Iyer,37.0,Male,uk,Furniture,10/08/2023,154.86,neha.iyer340@mail.com
Manish Rao,53.0,MALE,,Sports,13/11/2024,27.98,manish.rao874@mail.com
Divya Iyer,27.0,female,uk,Sports,21/07/2024,51.24,divya.iyer783@mail.com
Suresh Das,41.0,MALE,UK,Electronics,2022-01-09,,suresh.das670@mail.com
Manish Rao,63.0,Male,INDIA,Clothing,2024-06-20,54.39,manish.rao858@mail.com
Neha Iyer,54.0,M,usa,Sports,2023-05-06,198.42,neha.iyer941@mail.com
Pooja Verma,48.0,F,Germany,Groceries,03/01/2024,74.73,pooja.verma738@mail.com
Arjun Nair,69.0,female,INDIA,Furniture,2024-09-14,97.37,arjun.nair657@mail.com
Nikhil Sharma,29.0,F,INDIA,Electronics,02-26-2022,125.0,nikhil.sharma335@mail.com
Pooja Patel,,M,,Sports,06-09-2024,118.24,pooja.patel384@mail.com
Nikhil Nair,19.0,female,germany,Furniture,11-13-2024,61.19,nikhil.nair468@mail.com
Vikram Nair,64.0,FEMALE,uk,Furniture,2023-09-25,315.05,vikram.nair621@mail.com
Vikram Reddy,18.0,F,UK,Beauty,06-26-2022,125.81,vikram.reddy465@mail.com
Sneha Das,20.0,male,uk,Furniture,27/02/2022,140.41,sneha.das740@mail.com
Divya Sharma,50.0,Male,U.S.A,Furniture,10-08-2023,79.28,divya.sharma545@mail.com
  SURESH PATEL  ,43.0,FEMALE,USA,Clothing,09-03-2023,106.6,suresh.patel879@mail.com
Priya Nair,68.0,male,U.S.A,Furniture,08-05-2024,28.45,priya.nair39@mail.com
Deepak Nair,23.0,F,USA,Groceries,2022-06-09,28.01,deepak.nair677@mail.com
Swati Rao,42.0,female,India,Sports,05-13-2023,30.59,swati.rao211@mail.com
Swati Das,58.0,FEMALE,UK,Sports,04-07-2023,198.97,swati.das331@mail.com
Rahul Reddy,35.0,Male,india,Electronics,01-02-2022,100.05,
Karan Patel,42.0,Male,India,Clothing,24-10-2024,124.43,karan.patel626@mail.com
Manish Patel,26.0,Male,INDIA,Beauty,26-02-2022,83.33,manish.patel36@mail.com
Rohit Sharma,48.0 yrs,male,USA,Sports,01/05/2023,151.67,rohit.sharma784@mail.com
Priya Patel,,M,Germany,Groceries,13/08/2023,,priya.patel255@mail.com
Kavya Gupta,32.0,FEMALE,germany,Beauty,2024-04-25,$91.72,kavya.gupta354@mail.com
Swati Nair,58.0,Female,U.K.,Groceries,09-09-2023,,swati.nair272@mail.com
Kavya Chauhan,62.0,female,U.S.A,Sports,03/11/2023,47.74,kavya.chauhan494@mail.com
Nikhil Nair,19.0,M,usa,Groceries,05-14-2024,137.41,nikhil.nair796@mail.com
Manish Iyer,49.0,MALE,U.S.A,Groceries,09/02/2023,167.25,manish.iyer571@mail.com
Swati Chauhan,19.0,MALE,India,Electronics,06-07-2022,94.41,swati.chauhan549@mail.com
Karan Nair,39.0,female,India,Clothing,2022-08-05,121.97,karan.nair986@mail.com
Karan Sharma,32.0,Male,UK,Beauty,07-09-2024,48.07,karan.sharma644@mail.com
Karan Verma,56.0,Male,germany,Clothing,04-18-2022,525.59,karan.verma82@mail.com
Neha Patel,35.0,female,usa,Beauty,2024-09-13,105.79,neha.patel491@mail.com
Swati Verma,32.0,Male,germany,Beauty,27/06/2022,97.59,swati.verma993@mail.com
Priya Iyer,45.0,F,,Furniture,16-03-2022,443.35,priya.iyer779@mail.com
Meera Iyer,47.0,female,india,Electronics,2022-02-09,72.32,meera.iyer430@mail.com
Swati Sharma,68.0,male,UK,Clothing,10-13-2024,49.13,swati.sharma745@mail.com
Ritu Nair,64.0,FEMALE,india,Furniture,03-08-2023,161.37,ritu.nair327@mail.com
Arjun Gupta,65.0,Female,U.S.A,Clothing,20/08/2024,211.45,arjun.gupta392@mail.com
Swati Nair,66.0,F,U.K.,Groceries,09-04-2024,34.36,swati.nair258@mail.com
Arjun Sharma,38.0,Male,INDIA,Beauty,2023-06-10,85.89,arjun.sharma793@mail.com
Neha Rao,60.0,MALE,usa,Electronics,09-02-2023,562.33,neha.rao803@mail.com
  ARJUN RAO  ,41.0,MALE,Germany,Furniture,26/09/2022,374.5,arjun.rao357@mail.com
Nikhil Sharma,40.0,female,USA,Electronics,2023-10-21,42.08,nikhil.sharma908@mail.com
Meera Das,68.0,MALE,uk,Furniture,23/08/2022,100.02,meera.das90@mail.com
Divya Das,,male,U.S.A,Furniture,2022-09-05,381.76,divya.das145@mail.com
Pooja Sharma,21.0,F,,Sports,01-01-2023,86.51,pooja.sharma396@mail.com
Suresh Nair,53.0,M,U.K.,Sports,19-10-2022,93.97,suresh.nair377@mail.com
Arjun Rao,29.0,Female,germany,Beauty,26/06/2022,253.11,arjun.rao960@mail.com
  PRIYA IYER  ,67.0,Male,UK,Furniture,2023-02-15,15000.0,priya.iyer553@mail.com
Swati Das,56.0,M,India,Groceries,07/02/2024,106.13,swati.das438@mail.com
Suresh Sharma,20.0,M,UK,Electronics,17-05-2022,933.89,suresh.sharma272@mail.com
Vikram Verma,19.0,Male,Germany,Sports,2024-02-27,83.72,vikram.verma451@mail.com
Sneha Gupta,59.0,F,usa,Beauty,02-03-2023,198.62,sneha.gupta774@mail.com
  RAHUL VERMA  ,41.0,MALE,india,Sports,07-06-2024,84.36,rahul.verma832@mail.com
Rahul Nair,,female,germany,Groceries,01-01-2024,50.54,rahul.nair268@mail.com
Karan Das,45.0,male,U.S.A,Sports,09-10-2022,176.03,karan.das541@mail.com
Rahul Reddy,65.0,MALE,usa,Beauty,06-23-2022,134.65,rahul.reddy841@mail.com
Swati Patel,42.0,female,india,Furniture,2023-02-20,32.41,swati.patel759@mail.com
Anjali Reddy,61.0,male,U.K.,Electronics,04-25-2022,490.64,anjali.reddy804@mail.com
Aditya Reddy,22.0,female,Germany,Beauty,06-03-2022,151.98,aditya.reddy887@mail.com
Deepak Sharma,57.0,male,U.K.,Sports,01-24-2022,187.01,deepak.sharma871@mail.com
Priya Das,34.0,M,uk,Furniture,12-04-2022,53.57,priya.das578@mail.com
Ritu Iyer,63.0,Female,,Groceries,01-27-2022,169.87,ritu.iyer141@mail.com
  RITU VERMA  ,33.0,Female,INDIA,Groceries,16-03-2022,15000.0,ritu.verma793@mail.com
Karan Iyer,53.0,female,germany,Electronics,2022-03-06,91.22,
Ritu Chauhan,57.0,F,Germany,Clothing,2023-10-03,54.23,ritu.chauhan103@mail.com
  KARAN DAS  ,33.0,female,,Clothing,24/07/2023,24.03,karan.das797@mail.com
Sneha Das,66.0,male,germany,Clothing,11-05-2023,91.92,sneha.das956@mail.com
Rahul Reddy,66.0,male,uk,Beauty,18/06/2024,45.31,rahul.reddy678@mail.com
Swati Nair,54.0,MALE,INDIA,Sports,21/11/2022,36.36,swati.nair513@mail.com
Vikram Nair,47.0,Female,germany,Furniture,25-07-2022,73.68,vikram.nair146@mail.com
Anjali Reddy,49.0,male,Germany,Electronics,04-27-2023,147.77,anjali.reddy590@mail.com
Sneha Das,45.0,Female,Germany,Sports,2024-03-10,57.38,sneha.das407@mail.com
Priya Reddy,46.0,male,usa,Furniture,07-12-2023,70.75,
Rahul Das,38.0,M,U.K.,Electronics,07-17-2022,196.78,rahul.das684@mail.com
Swati Reddy,63.0,female,U.K.,Clothing,20-01-2022,25.75,swati.reddy305@mail.com
Neha Das,69.0,male,india,Furniture,26/06/2022,324.28,
Vikram Gupta,38.0,F,,Electronics,01/07/2022,107.98,vikram.gupta6@mail.com
Deepak Rao,69.0,Male,Germany,Sports,17/07/2022,154.43,deepak.rao971@mail.com
Karan Rao,51.0,Male,India,Groceries,2024-08-27,665.93,karan.rao129@mail.com
Ritu Iyer,31.0,,usa,Beauty,05-03-2022,272.77,ritu.iyer118@mail.com
Sneha Rao,56.0,,UK,Groceries,2023-04-18,287.69,sneha.rao298@mail.com
Manish Verma,25.0,female,india,Clothing,03-02-2023,158.65,manish.verma461@mail.com
  ARJUN REDDY  ,29.0,MALE,Germany,Sports,24/08/2023,266.3,arjun.reddy193@mail.com
Nikhil Das,20.0,M,india,Beauty,10/06/2022,209.66,nikhil.das815@mail.com
Anjali Rao,24.0,MALE,UK,Furniture,23/11/2023,229.87,anjali.rao392@mail.com
Karan Gupta,26.0,male,germany,Clothing,01-08-2024,83.14,karan.gupta896@mail.com
Meera Reddy,22.0,Female,india,Electronics,04-06-2023,32.61,meera.reddy586@mail.com
Vikram Nair,21.0,female,usa,Furniture,2023-05-16,75.07,vikram.nair534@mail.com
Neha Das,20.0,female,India,Clothing,02-13-2023,28.69,neha.das724@mail.com
Anjali Gupta,43.0,FEMALE,uk,Beauty,11-10-2023,123.13,anjali.gupta106@mail.com
Divya Gupta,52.0 yrs,male,india,Electronics,2024-11-22,747.24,divya.gupta489@mail.com
Neha Gupta,20.0,M,Germany,Clothing,2024-10-22,51.67,
Rahul Patel,68.0,FEMALE,U.K.,Beauty,14-08-2022,409.68,rahul.patel698@mail.com
Neha Iyer,52.0,Female,INDIA,Furniture,2023-09-17,319.66,neha.iyer466@mail.com
Vikram Reddy,20.0,M,U.K.,Beauty,20-08-2023,247.03,vikram.reddy575@mail.com
Sneha Iyer,63.0,MALE,Germany,Furniture,11/10/2022,42.47,sneha.iyer406@mail.com
  MEERA RAO  ,49.0,female,U.K.,Electronics,13-05-2023,407.83,meera.rao706@mail.com
Priya Iyer,38.0,,U.K.,Electronics,06-15-2023,$60.93,priya.iyer722@mail.com
Pooja Gupta,59.0,Male,Germany,Clothing,10-08-2023,265.98,pooja.gupta607@mail.com
Sneha Sharma,27.0,F,UK,Groceries,23/10/2024,164.72,sneha.sharma270@mail.com
Pooja Reddy,45.0,MALE,germany,Furniture,26-11-2022,255.32,pooja.reddy39@mail.com
Rahul Rao,30.0,male,uk,Clothing,06-23-2023,128.6,rahul.rao334@mail.com
Pooja Nair,46.0,,uk,Sports,02-13-2022,34.88,pooja.nair13@mail.com
Ritu Chauhan,66.0,M,uk,Clothing,03-02-2022,56.64,ritu.chauhan296@mail.com
Kavya Reddy,48.0,MALE,india,Groceries,11-10-2024,107.52,
Pooja Chauhan,46.0,F,india,Furniture,,242.3,pooja.chauhan190@mail.com
Nikhil Verma,61.0,Male,INDIA,Furniture,25-08-2024,96.2,nikhil.verma496@mail.com
Manish Reddy,57.0,male,UK,Electronics,11-04-2022,211.77,manish.reddy617@mail.com
Priya Iyer,53.0,MALE,,Furniture,11/04/2024,447.91,priya.iyer595@mail.com
Meera Reddy,51.0,female,uk,Sports,23/04/2023,143.93,meera.reddy139@mail.com
Divya Verma,24.0,Female,usa,Electronics,2024-04-14,121.89,divya.verma197@mail.com
Vikram Gupta,42.0,male,U.K.,Beauty,17-04-2022,190.49,vikram.gupta962@mail.com
Rahul Chauhan,37.0,MALE,USA,Furniture,2023-06-06,252.61,rahul.chauhan507@mail.com
Divya Gupta,22.0,FEMALE,India,Clothing,05-20-2023,$112.97,divya.gupta96@mail.com
Ritu Rao,35.0,M,usa,Clothing,04-05-2022,37.44,ritu.rao792@mail.com
Kavya Reddy,48.0,,usa,Beauty,26-08-2022,,kavya.reddy478@mail.com
Deepak Rao,43.0,Female,India,Beauty,18-06-2022,57.3,deepak.rao175@mail.com
Vikram Das,25.0,Male,INDIA,Beauty,10-07-2023,$130.19,vikram.das891@mail.com
  ARJUN VERMA  ,65.0,FEMALE,india,Clothing,2022-10-17,33.25,arjun.verma881@mail.com
Arjun Verma,,F,india,Beauty,22-10-2023,183.39,arjun.verma291@mail.com
Manish Das,66.0,female,Germany,Sports,09/03/2023,,manish.das132@mail.com
Rahul Patel,54.0,Female,uk,Sports,20-10-2024,95.92,rahul.patel10@mail.com
Deepak Nair,48.0,female,U.S.A,Electronics,11-06-2022,360.65,deepak.nair282@mail.com
Vikram Gupta,51.0,Female,UK,Beauty,08-11-2022,66.6,vikram.gupta894@mail.com
Anjali Nair,,MALE,U.K.,Groceries,08-10-2023,66.37,anjali.nair834@mail.com
Neha Gupta,63.0,F,U.K.,Groceries,04-06-2024,267.42,neha.gupta836@mail.com
Rohit Nair,54.0,M,germany,Furniture,09/01/2022,155.82,rohit.nair94@mail.com
Karan Verma,19.0,male,Germany,Electronics,06-07-2023,195.42,karan.verma613@mail.com
Ritu Sharma,21.0,MALE,usa,Groceries,26/10/2022,48.25,ritu.sharma366@mail.com
Kavya Reddy,23.0,MALE,UK,Groceries,21/08/2022,87.51,kavya.reddy809@mail.com
Swati Patel,56.0,female,India,Electronics,05-13-2023,568.89,
Sneha Chauhan,44.0,,Germany,Beauty,,128.02,sneha.chauhan795@mail.com
Karan Verma,50.0,male,INDIA,Electronics,04-01-2023,15000.0,
Ritu Sharma,64.0,F,uk,Beauty,07-10-2022,49.87,ritu.sharma479@mail.com
Deepak Rao,53.0,MALE,U.S.A,Clothing,2023-02-02,179.64,deepak.rao338@mail.com
Meera Sharma,45.0,MALE,INDIA,Electronics,02/03/2022,21.36,meera.sharma537@mail.com
Deepak Rao,40.0,F,germany,Groceries,2022-05-01,47.14,
Priya Rao,38.0,Female,usa,Sports,2023-02-13,605.18,priya.rao703@mail.com
  SWATI DAS  ,,Male,usa,Clothing,11-08-2023,171.87,swati.das578@mail.com
Karan Rao,63.0,FEMALE,india,Beauty,15-09-2023,38.72,karan.rao829@mail.com
Deepak Iyer,30.0,,india,Beauty,2022-01-25,324.43,deepak.iyer664@mail.com
Rohit Gupta,68.0,,india,Clothing,2023-02-12,210.52,
Sneha Reddy,53.0,F,uk,Electronics,08-05-2022,155.86,sneha.reddy560@mail.com
Arjun Verma,46.0,FEMALE,U.K.,Sports,04-18-2024,111.08,arjun.verma132@mail.com
Manish Rao,63.0,Male,INDIA,Clothing,2024-06-20,54.39,manish.rao858@mail.com
Divya Gupta,41.0,male,Germany,Clothing,05/04/2023,,divya.gupta635@mail.com
Neha Reddy,49.0,Male,uk,Clothing,24/07/2023,143.78,neha.reddy248@mail.com
Divya Rao,,MALE,usa,Clothing,2023-09-16,302.63,divya.rao243@mail.com
Neha Rao,52.0,Male,U.S.A,Sports,2023-11-07,283.64,neha.rao123@mail.com
Rohit Rao,33.0,Male,,Furniture,23-09-2024,69.48,rohit.rao939@mail.com
Kavya Sharma,24.0,FEMALE,INDIA,Clothing,11-10-2022,94.37,kavya.sharma987@mail.com
Divya Iyer,39.0,Male,germany,Clothing,14-06-2023,94.91,divya.iyer337@mail.com
Rahul Gupta,28.0,F,U.S.A,Clothing,01-16-2022,78.02,rahul.gupta245@mail.com
Pooja Patel,62.0,Female,INDIA,Beauty,09-27-2023,260.97,pooja.patel544@mail.com
Arjun Gupta,34.0,male,UK,Beauty,2023-05-12,89.34,arjun.gupta261@mail.com
Swati Patel,38.0,male,india,Groceries,22-10-2024,25.18,swati.patel735@mail.com
Nikhil Gupta,26.0,Male,USA,Furniture,12-05-2022,48.55,nikhil.gupta927@mail.com
Divya Das,50.0,female,U.K.,Clothing,2023-07-23,322.6,divya.das317@mail.com
Vikram Patel,47.0,female,INDIA,Electronics,24/07/2022,32.55,vikram.patel135@mail.com
Sneha Rao,48.0,Female,USA,Electronics,2022-08-02,247.01,sneha.rao654@mail.com
Anjali Patel,59.0,M,india,Beauty,19-01-2022,258.79,anjali.patel635@mail.com
Swati Iyer,19.0,F,India,Clothing,06/06/2023,145.8,swati.iyer825@mail.com
Pooja Patel,54.0,female,U.K.,Clothing,01/03/2023,81.79,
Aditya Rao,56.0,Female,Germany,Clothing,13/11/2022,58.97,aditya.rao73@mail.com
Manish Reddy,39.0,M,U.S.A,Furniture,08-15-2023,45.61,manish.reddy765@mail.com
Anjali Reddy,50.0,Male,uk,Furniture,22/01/2023,674.64,anjali.reddy231@mail.com
Swati Gupta,30.0,F,INDIA,Sports,23/03/2024,,swati.gupta662@mail.com
Deepak Sharma,47.0,MALE,germany,Clothing,2023-08-22,23.18,deepak.sharma299@mail.com
Anjali Verma,50.0,F,U.K.,Electronics,04-18-2022,156.78,anjali.verma215@mail.com
Nikhil Reddy,37.0,MALE,Germany,Electronics,06/02/2024,162.58,nikhil.reddy524@mail.com
  SNEHA CHAUHAN  ,60.0,Female,usa,Groceries,2022-04-12,403.62,sneha.chauhan242@mail.com
  POOJA PATEL  ,21.0,M,Germany,Beauty,10/09/2024,192.69,pooja.patel948@mail.com
Vikram Iyer,36.0,M,U.K.,Sports,26/01/2022,192.78,vikram.iyer578@mail.com
Arjun Iyer,65.0,female,uk,Furniture,05-12-2022,341.37,arjun.iyer928@mail.com
  ARJUN RAO  ,18.0,M,Germany,Furniture,2024-07-08,229.9,arjun.rao167@mail.com
Deepak Rao,37.0,M,Germany,Clothing,11-03-2024,74.71,deepak.rao556@mail.com
Kavya Verma,35.0,Male,india,Furniture,14/06/2024,198.11,kavya.verma294@mail.com
Deepak Patel,47.0,MALE,U.S.A,Sports,03-18-2024,23.48,deepak.patel131@mail.com
Swati Patel,34.0,MALE,U.K.,Groceries,07-06-2023,134.97,swati.patel602@mail.com
Sneha Patel,19.0,FEMALE,U.K.,Electronics,09-05-2023,434.59,sneha.patel208@mail.com
Rahul Chauhan,62.0,male,usa,Beauty,,73.23,rahul.chauhan722@mail.com
Arjun Sharma,61.0,Male,Germany,Furniture,2024-06-26,187.27,arjun.sharma59@mail.com
Karan Reddy,58.0,F,U.K.,Beauty,08-10-2023,142.46,karan.reddy651@mail.com
Suresh Das,34.0,MALE,INDIA,Furniture,06-04-2024,38.89,suresh.das903@mail.com
Vikram Sharma,32.0,male,uk,Clothing,01-09-2022,364.75,vikram.sharma430@mail.com
Arjun Sharma,67.0,Female,Germany,Clothing,14-02-2022,133.63,arjun.sharma952@mail.com
Nikhil Das,56.0,Female,usa,Beauty,24-11-2023,82.93,nikhil.das443@mail.com
Swati Sharma,36.0,MALE,usa,Furniture,23-07-2024,334.5,swati.sharma353@mail.com
Suresh Gupta,22.0,female,india,Furniture,20/11/2023,378.63,suresh.gupta990@mail.com
Aditya Patel,38.0,MALE,usa,Groceries,2023-10-01,21.06,
Suresh Das,,FEMALE,germany,Groceries,24/10/2023,25.54,suresh.das658@mail.com
Suresh Gupta,50.0,Female,india,Beauty,2024-03-01,445.72,suresh.gupta105@mail.com
  ROHIT REDDY  ,65.0 yrs,female,U.K.,Clothing,05/09/2023,,rohit.reddy172@mail.com
Sneha Chauhan,68.0,M,germany,Furniture,19/11/2023,35.54,sneha.chauhan607@mail.com
Swati Iyer,50.0,female,INDIA,Groceries,08/07/2023,292.76,swati.iyer901@mail.com
Sneha Verma,45.0,MALE,usa,Furniture,25-07-2023,37.49,sneha.verma479@mail.com
Sneha Gupta,28.0,F,germany,Furniture,09/02/2024,30.32,sneha.gupta992@mail.com
Rohit Patel,49.0,MALE,germany,Furniture,16/08/2023,111.23,rohit.patel482@mail.com
Manish Das,66.0,male,USA,Clothing,20/04/2023,42.51,manish.das347@mail.com
Nikhil Verma,33.0,Male,U.S.A,Electronics,09-05-2022,604.18,nikhil.verma268@mail.com
Priya Das,44.0,male,usa,Sports,17/11/2024,110.34,priya.das517@mail.com
Sneha Rao,28.0,male,USA,Sports,21/04/2024,44.24,sneha.rao46@mail.com
Ritu Das,,FEMALE,,Sports,02-13-2022,218.14,ritu.das174@mail.com
Divya Nair,57.0,female,india,Groceries,2024-07-26,30.14,divya.nair651@mail.com
Ritu Rao,,MALE,,Beauty,26-09-2022,96.33,ritu.rao557@mail.com
Priya Verma,45.0,female,uk,Beauty,15/06/2024,37.8,
Divya Chauhan,30.0 yrs,F,germany,Sports,08/09/2024,208.99,divya.chauhan974@mail.com
Sneha Gupta,34.0,Male,germany,Beauty,09-01-2022,272.14,
Rohit Verma,,female,usa,Sports,27-11-2023,84.64,rohit.verma696@mail.com
Pooja Nair,,M,USA,Groceries,20/03/2024,96.29,pooja.nair255@mail.com
Vikram Reddy,55.0,M,india,Electronics,,21.83,vikram.reddy812@mail.com
Vikram Patel,34.0,F,U.K.,Beauty,22/05/2024,59.25,vikram.patel887@mail.com
Rohit Gupta,-5.0,M,UK,Clothing,2024-08-01,15000.0,
Rohit Sharma,65.0,male,Germany,Furniture,04-19-2024,$239.51,rohit.sharma747@mail.com
Ritu Gupta,53.0,FEMALE,INDIA,Groceries,2023-08-14,$52.72,
Meera Iyer,51.0,male,UK,Electronics,06/02/2023,171.86,meera.iyer455@mail.com
Karan Reddy,49.0,Female,India,Beauty,01/01/2024,191.25,karan.reddy766@mail.com
Arjun Iyer,30.0,MALE,usa,Groceries,,181.25,arjun.iyer586@mail.com
Vikram Chauhan,52.0,FEMALE,INDIA,Beauty,26/08/2023,49.71,vikram.chauhan537@mail.com
Aditya Nair,68.0,Female,,Groceries,08/05/2024,360.39,aditya.nair179@mail.com
Aditya Das,68.0,male,usa,Beauty,04-04-2023,63.51,aditya.das588@mail.com
Priya Verma,26.0,MALE,U.S.A,Electronics,09/03/2024,214.17,priya.verma342@mail.com
Pooja Chauhan,46.0,F,india,Furniture,,242.3,pooja.chauhan190@mail.com
Nikhil Iyer,,F,Germany,Clothing,07-25-2022,217.67,nikhil.iyer883@mail.com
Ritu Patel,22.0,FEMALE,U.K.,Beauty,20/11/2023,281.54,ritu.patel928@mail.com
  VIKRAM REDDY  ,26.0,M,U.S.A,Electronics,11-01-2024,95.87,vikram.reddy257@mail.com
Rahul Gupta,45.0,female,usa,Furniture,19-08-2023,753.6,rahul.gupta336@mail.com
Priya Verma,22.0,MALE,UK,Furniture,20-08-2024,,
Meera Reddy,41.0,FEMALE,Germany,Sports,22-06-2022,119.18,
Meera Rao,57.0,female,usa,Electronics,2024-08-22,257.91,meera.rao159@mail.com
Rohit Sharma,37.0,FEMALE,U.S.A,Sports,2023-05-24,165.46,rohit.sharma76@mail.com
Nikhil Sharma,33.0,female,U.K.,Furniture,,109.6,nikhil.sharma232@mail.com
Meera Das,22.0,F,U.S.A,Electronics,2024-06-15,196.95,meera.das90@mail.com
Deepak Gupta,68.0 yrs,,uk,Sports,2023-03-05,112.37,deepak.gupta782@mail.com
Neha Gupta,53.0,F,India,Furniture,05-10-2022,146.08,neha.gupta187@mail.com
Aditya Patel,,male,U.K.,Furniture,11-25-2022,86.18,aditya.patel580@mail.com
Sneha Chauhan,36.0,male,Germany,Furniture,23/11/2024,321.68,sneha.chauhan31@mail.com
Deepak Iyer,36.0,Female,germany,Clothing,2024-03-05,54.18,deepak.iyer276@mail.com
Anjali Iyer,61.0,Female,INDIA,Electronics,24-09-2022,616.86,anjali.iyer81@mail.com
Swati Das,,M,U.K.,Furniture,05-08-2022,111.67,swati.das770@mail.com
Arjun Nair,49.0,Male,INDIA,Clothing,19-06-2022,226.52,arjun.nair72@mail.com
Sneha Iyer,56.0,Female,USA,Beauty,06-08-2024,101.04,sneha.iyer144@mail.com
Sneha Verma,67.0,M,germany,Groceries,10/05/2024,606.58,sneha.verma221@mail.com
Sneha Patel,42.0,Female,uk,Clothing,2024-07-11,314.29,sneha.patel339@mail.com
Deepak Reddy,25.0,MALE,UK,Furniture,20/03/2023,60.11,
Vikram Das,35.0,Male,uk,Furniture,,117.88,vikram.das571@mail.com
Nikhil Patel,63.0,Male,U.S.A,Furniture,05-20-2023,236.19,nikhil.patel217@mail.com
Divya Das,,,usa,Groceries,24/05/2024,101.64,divya.das268@mail.com
Rohit Chauhan,29.0,FEMALE,India,Sports,25-09-2022,44.6,rohit.chauhan116@mail.com
Deepak Verma,67.0,Male,uk,Beauty,2024-07-20,,deepak.verma587@mail.com
Anjali Rao,27.0,M,U.K.,Electronics,10-03-2023,132.17,anjali.rao374@mail.com
Arjun Gupta,46.0,female,india,Clothing,10-18-2023,95.42,arjun.gupta218@mail.com
Manish Rao,30.0,MALE,INDIA,Sports,2023-01-05,122.52,
Deepak Iyer,33.0,Female,U.S.A,Sports,10/10/2023,43.63,deepak.iyer670@mail.com
Vikram Verma,-5.0,Female,germany,Groceries,01-17-2022,$203.08,vikram.verma393@mail.com
Meera Iyer,36.0,F,USA,Sports,2023-05-21,68.98,meera.iyer636@mail.com
Manish Das,66.0,female,Germany,Sports,09/03/2023,,manish.das132@mail.com
Aditya Patel,54.0,Male,INDIA,Furniture,05-22-2023,62.87,aditya.patel536@mail.com
Nikhil Das,56.0,Female,usa,Beauty,24-11-2023,82.93,nikhil.das443@mail.com
Rohit Nair,49.0,MALE,usa,Groceries,16-01-2024,248.82,rohit.nair279@mail.com
Ritu Iyer,,F,germany,Beauty,01-09-2024,63.93,ritu.iyer473@mail.com
Sneha Rao,50.0,male,U.S.A,Beauty,08-17-2022,58.7,sneha.rao899@mail.com
Pooja Iyer,35.0,M,Germany,Groceries,03-05-2024,53.12,pooja.iyer933@mail.com
Rahul Das,66.0,FEMALE,usa,Beauty,24/06/2024,277.94,rahul.das463@mail.com
Neha Verma,23.0,,usa,Groceries,2024-02-11,44.74,neha.verma397@mail.com
Priya Reddy,34.0,female,INDIA,Electronics,,34.97,priya.reddy876@mail.com
Divya Patel,58.0,M,UK,Electronics,2022-01-04,122.15,divya.patel755@mail.com
Divya Das,29.0,MALE,india,Clothing,13-04-2023,68.81,divya.das654@mail.com
Deepak Chauhan,32.0,M,india,Furniture,2022-07-16,28.05,deepak.chauhan972@mail.com
Rahul Sharma,20.0,female,USA,Clothing,23-07-2022,83.51,rahul.sharma114@mail.com
